Keywords,Date and Time,Source,Event ID,Task Category
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_GroupResource\MSFT_GroupResource.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_ProcessResource\en-US\MSFT_ProcessResource.schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_ProcessResource\en-US\MSFT_ProcessResource.strings.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_ProcessResource\MSFT_ProcessResource.schema.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_ProcessResource\MSFT_ProcessResource.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\GroupSet\GroupSet.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\GroupSet\GroupSet.Schema.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\en-US\RunAsHelper.strings.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_RoleResource\en-US\MSFT_RoleResourceStrings.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_RoleResource\en-US\MSFT_RoleResource.schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_RoleResource\MSFT_RoleResource.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_RoleResource\MSFT_RoleResource.schema.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_ServiceResource\en-US\MSFT_ServiceResource.schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_ServiceResource\en-US\MSFT_ServiceResource.strings.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_ServiceResource\MSFT_ServiceResource.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_ServiceResource\MSFT_ServiceResource.schema.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_PackageResource\en-US\PackageProvider.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_PackageResource\en-US\MSFT_PackageResource.schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_PackageResource\MSFT_PackageResource.schema.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_PackageResource\MSFT_PackageResource.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_WaitForAny\en-US\MSFT_WaitForAny.schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_WaitForAny\MSFT_WaitForAny.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_WaitForAny\MSFT_WaitForAny.schema.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_LogResource\en-US\MSFT_LogResource.schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_LogResource\MSFT_LogResource.schema.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\ServiceSet\ServiceSet.Schema.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\ServiceSet\ServiceSet.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_UserResource\en-US\MSFT_UserResource.strings.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_UserResource\en-US\MSFT_UserResource.schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:06 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\WindowsPowerShell\v1.0\Modules\PSDesiredStateConfiguration\DSCResources\MSFT_UserResource\MSFT_UserResource.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
